,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
179,Semerko1,"#UkraineWillResist 
Proud Ukrainian heritage
Unapologetically pro Democracy
in a relationship with a great Lady
NO PM's
🇨🇦🇺🇦
#CrimeaIsUkraine 🔴🟡⚫⚪",,4999,3630,33083,0,"@KyivIndependent @MalcolmNance Macro is weak

A putin puppet just like lePen",[]
180,UturnMasterIK,#TeamShutUpIK میرا جنون پاکستان مسلم لیگ ن ! #TeamPMLN #SMT میرا عشق میاں محمد نواز شریف,مسلم،پٹھان،کشمیری،ازلو،پی کے۔,4929,6307,147457,4,"#ImranKhan’s own life was of a #slave of money, fame and the western lifestyle. He should stop insulting an entire people by calling them slaves. This derogatory language won’t win him votes just like it could not for #Trump or #LePen. #JustShutupNow! #PopulismSucks","['ImranKhan', 'slave']"
181,loneHunter,"آ پہنچے ہیں تا سوادِ اقلیمِ عدم
اے عُمرِ گُذَشتہ یک قَدَم اِستِقبال!",اپنے ہی خانہ دل میں کہیں,136,156,8027,4,"#ImranKhan’s own life was of a #slave of money, fame and the western lifestyle. He should stop insulting an entire people by calling them slaves. This derogatory language won’t win him votes just like it could not for #Trump or #LePen. #JustShutupNow! #PopulismSucks","['ImranKhan', 'slave']"
182,JohnGreenTweets,"#Nature #bicycle lover #vegetarian. Fmr. war correspondent. Activist. I like writing and studying, and reading #Asiannovels. I also work...",,308,45,532,0,"@F_Mondoloni @ulrichspeck @EmmanuelMacron @ZelenskyyUa How come absolutely nobody believes you, the MAE or Macron? Your Intel was biased since far before the war and your President has been playing a very dirty game from the beginning. Like France did in Bosnia. Macron is just lucky that LePen would have been worse.",[]
183,Sharkmeister77,"Chess fan;  Sharkmeister on lichess, https://t.co/EdKOw4D7Sn, etc.;  love computers, chess, cats.  USCF National Master, 2200+ rating 1986.  Last OTB tourney 1992.","Miami, Florida",5003,2239,85865,16,"@MingGao26 So, a Moscow bank loans cash to LePen's political party to help them win an election.

Later, the bank has its license revoked, and the loan is transferred to an RIS-connected company.

Then, they publicly air the dirty laundry.

Is this for them, or a message to the GOP? lol https://t.co/veQkfH05zN",[]
184,DeniseBossert3,"Happily retired; love animals; hate Facism; yes that is what I think; no it doesn’t matter if you agree; sorry, not sorry. No DMs.",Northern Virginia,3070,2432,180754,16,"@MingGao26 So, a Moscow bank loans cash to LePen's political party to help them win an election.

Later, the bank has its license revoked, and the loan is transferred to an RIS-connected company.

Then, they publicly air the dirty laundry.

Is this for them, or a message to the GOP? lol https://t.co/veQkfH05zN",[]
185,EssiemfWilson,,,400,655,72248,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
186,JenniAgitator,"Co-founder Neurodivergent Liberation Coalition; I’m ADHD & Dyslexic, author at LGBTQ Nation (she, her). “Agitate, agitate, agitate!” Douglass #LiberateNDs","Fairfax County, Virginia",5171,4708,52451,0,"@Jim23194777 @DonaldD17214440 @KyivIndependent Similar to 2002 when they had to choose between right wing Jacques Chiraq, or moonbat right LePen (Marine’s father) This is the problem with multi-party systems. They tend to favor the right.",[]
187,AndrewGatto,Book Cover Designer | Graphic Designer for politics and campaigns | Aspiring Comedy Writer | #DeSales Alum | Autism Dad | #Autism Family,"Quakertown, PA",370,401,64180,0,@RogerWallaceTX The only positive thing about him is that he’s not LePen.,[]
188,JenniAgitator,"Co-founder Neurodivergent Liberation Coalition; I’m ADHD & Dyslexic, author at LGBTQ Nation (she, her). “Agitate, agitate, agitate!” Douglass #LiberateNDs","Fairfax County, Virginia",5171,4708,52451,0,"@DonaldD17214440 @KyivIndependent I think he won by a broad margin in France more because he wasn’t LePen, not because of great support for him. At least that’s what I hear from French friends.",[]
189,Yolie_Rios,"Nonprofit development, arts, sports",San Antonio,1933,3370,502839,2,"@TristanSnell @IsleofKal The only thing I like about Macron is he's not LePen, and beginning to wonder if he's any better.",[]
190,BlackCo16122436,"Journalist, blogger. https://t.co/HNypzpYoCm",,1046,609,63573,0,"@fattoquotidiano .@fattoquotidiano #Macron vs #LePen in the ring. When it comes to Putin's rot, they are the same. She a good buddy, he an arms dealer. I invite to visit my blog! https://t.co/5HOr9tNxAh
#Russian #RussiaUkraineWar #UkraineUnderAttaсk #Putin #France #franceelection","['Macron', 'LePen', 'Russian', 'RussiaUkraineWar', 'UkraineUnderAttaсk', 'Putin', 'France', 'franceelection']"
191,WyldKR,Artisan~Herbalist,"Mountain West, Earth",563,169,97,0,Hate to see what LePen would do. https://t.co/40cCf63rhd,[]
192,CasdidyTimothy,,"Evanston, IL",605,36,2930,0,"@s_vakarchuk As bad as he is, we almost got LePen !
Glory to Ukraine!
🇺🇦🤘🇺🇲🔥",[]
193,IsleofKal,The world would be a better place if we weren’t so stingy with our compliments.,"Texas, USA",363,2491,92784,2,"@TristanSnell @IsleofKal The only thing I like about Macron is he's not LePen, and beginning to wonder if he's any better.",[]
194,White_Rose_Dem,"We almost made it out together, unscathed, but ya know, if the thunder don’t get you then the lightning will. Until next time, babe. 💔💔💔",United States ,629,384,14819,0,"Slava Ukraini!!!
🇺🇦💙💛🌻🙏🌎☮️

Fuck Putin!

STFU Emanuel Macron! Stop trying to cater to the LePen white nationalists. If you are not part of the solution you are part of the problem. We’re watching you. https://t.co/XenADH0van",[]
195,EelBeth,"HUMANIST, ATHEIST, ♠️ACE💜, LUPUS 🦋, 
Owner of Pinky Swear Jewelry💎💍💎💍💎💍

IG~ https://t.co/3fggYHqEiP","Tucson, AZ",285,576,17411,1,"@mu_marre @Glowonog @visegrad24 I believe the hearts of the French people are in the right place. But Macron.... Clearly a better option than LePen, but holy fuck. This is a ridiculous thing he tried to push!! What was he ever thinking??!",[]
196,LokiLoptr,Ͽлава Yкраїні!,Studio LUX,18097,16541,122227,0,@tomiahonen @HideColin LePen would have slept well after she handed the entirety of UKR to RUS,[]
197,ania78931,,Vancouver,3,14,888,0,"@GleepW @andersostlund With LePen, it would have been a total disaster. Macron might be making some stupid moves, but at least he is not in Putin's pocket.",[]
198,Ati1513,,,151,6,887,0,"@freebirddnb @AlexKhrebet That's a great success of french democracy isn't it? A narcist guy with like 9% of real support wins second election in a row cos everyone else is even worse 🤣 This way like 80%! of his support is just ""whatever else than LePen"". Next photosession please, ""concerned statesman""👍",[]
199,Monster_Horton,"PhD student studying C19th press depictions of monsters and otherworldly phenomena at Edge Hill Uni.
Will sporadically share #MonsterFacts",,204,319,9856,2,"@visegrad24 @EmmanuelMacron may be better than Marine LePen would have been regarding Ukraine in this instance, but it appears to be by a very narrow margin.",[]
200,EddieDexter,Author of 5-Star manga series Noelle. Illustrator. Eat your peas! (Views are my own & not of any employer or client.) https://t.co/eSRAAV79Fu…,"Florida, USA",3221,2380,141254,0,"@dszeligowski Macron is a punk. But I'm glad he beat out the nutbar, LePen.",[]
201,ruzman34,,,663,16,1161,0,@moutet @JEyal_RUSI Because LePen would have been even worse (including her level of support for Putin)?,[]
202,Jeffnucks,Yada yada yada,Sask,192,38,2267,0,@TheRickWilson I thought LePen  lost,[]
203,GleepW,,,42,10,900,0,@andersostlund This is why I said that the Macron is only 'slightly' better than LePen would have been. Still not much upside. But with her at least you know what you were getting.,[]
204,14Lukasz02,"Interested in:
- geopolitics,
- international relations,
- security,
- conflicts",Warszawa,61,18,195,0,"@visegrad24 @EmmanuelMacron shame on you.Better be honest and tell us what you got from Putler for such a “negotiation”. France with might be rich,but will never get the honour.French flag should be pure white.Especially with such a President. Still better than LePen😢 but to less for Europe",[]
205,DonaldRash12,"Independent, pragmatic, would like to think I'm a realist and a dog lover...and do not send me solicitations. Husband of a tough Ukrainian immigrant.",Deep In East Texas loon land. ,4955,1978,14370,2,"@TristanSnell @IsleofKal The only thing I like about Macron is he's not LePen, and beginning to wonder if he's any better.",[]
206,Skipdog63,"Ingenious iconoclast. Boston sports, Orson Welles movies, J. P. Donleavy books, Jeff Beck, Steve Vai, and Eddie Van Halen guitar, Beth Hart, Diana Krall fan.",Dark side of the moon,128,71,11242,0,@TheRickWilson Apparently LePen has Macron by the short hairs.,[]
207,KEES1204,"I'm a librarian, a polymath who studies history. My retweets reflect this so I'm a twitter Yahtzee. Some of my retweets might be ill advised.",,78,99,8012,0,@visegrad24 There is a reason LePen got as close is she did. The left and Center despise Macron. This is a prime example of why,[]
208,AMaddock4,Against animal cruelty. #StandwithUkraine,"London, England",110,128,41481,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
209,OPjust_veritas,,,106,27,4753,1,"@FerberFerberpa @andersostlund @ZelenskyyUa @EmmanuelMacron @Bundeskanzler Macron probably wants to avoid financial pain for the French people and/or douse fears of war.
LePen would say, do worse things, she's connected to putin directly.
Weak/selfish vs Traitor.",[]
210,roz_avanthay,Pragmatic progressive.Currently Liberal.Not fond of extreme right/left positions.Obsessed with politics. My new mantra: Perfection is the enemy of Progress!!!,"Manitoba, Canada",2179,2935,46669,0,@mileslunn @univrsle @senatorbrazeau But maybe they prefer Poilievre to Mad Max so maybe PP should be the one leaving.He can take his supporters with him. He’ll be the Marine LePen of Canada.,[]
211,KATANA31200,"aux yeux de quiconque a lu l’histoire , la désobéissance est la vertu originelle de l’homme . la désobéissance a permis le progrès , la désobéissance rébellion",,242,205,14676,0,@loicbesson @PoujolPascale1 @BFMTV #Lepen and co........,['Lepen']
212,weareelonmusks,Purveyor of pattern baldness hair growth products to the super-elite b/c not everyone can have Anand Giridharadas’s fabulous hair.,"Atherton, CA",362,26,613,0,@Stonkhold @MichW38474566 @aaronjmate @wiczipedia The idea of right wing nationalism is deeply inconsistent with a pro-EU political philosophy (just ask Marie LePen her views on EU). Which makes me very confused as you can imagine. And I wonder: is it possible that there are two sentiments at work in Ukraine: 6/,[]
213,iamSabrinaJacob,,"Berlin, Germany",504,71,2165,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
214,insonifier,,Pennsyltucky,4902,4051,362394,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
215,mikedug72236476,"Bar owner , rugby playing, Ga Tech grad",,203,25,5797,1,"Macron is trying to imitate the pre WWII French leaders whose weakness and waffling encouraged Hitler. 

I’m glad he defeated LePen. An out and out Putin ally is still worse than a bumbler.",[]
216,VGeddon,,,154,62,4441,0,@JasminMuj Macron is a problem much bigger than LePen,[]
217,stevesi28838948,"Retired DSS agent and Army Officer, Afghan and Pakistan hand, author of Afghans Never Smile: Reflections of a DSS Agent From Both Sides of the Durand Line.","Orlando, Florida",711,618,21094,0,@SrenKVillemoes The man crushes LePen in the election and then acts like her afterwards. What gives? #Macron,['Macron']
218,Theresa22765105,,,9,0,121,0,@EmmanuelMacron Everyone knows you are self serving . In Russia's back pocket ....a lap dog for the vermin king. The only reason you won is because Lepen was so bad. Don't test the people they can take you  out. You show yourself to defend perpetrators of baby rape.,[]
219,tremblay_duane,"Putin the Mad is this generation's Hitler.
Pretty sure Rupert Murdoch works for Russia.
Zero evidence that there is some guy in the sky controlling things.",,323,175,1821,0,@tomiahonen The funny thing is people were worries that LePen was too close to Putin. This capitulation and bargaining with Ukrainian lives is shameful.,[]
220,TeachYoungChild,"Teacher, professor, child development specialist, literacy specialist, speech/language pathologist, psycholinguist, activist, advocate, dog mom-INTJ",,65,139,28775,0,"Macron is two-faced and now he's re-elected he doesn't understand that it wasn't him that people supported it was anti LePen, but Macron is showing his true self now. https://t.co/PlvFlrMpdr",[]
221,jpinckston,,,76,331,150655,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
222,anna_obst,,,73,27,12167,1,@anders_aslund 🇨🇿 1938…how about we give some of 🇫🇷 to save Putins ego… the portion that voted most for LePen on 🇩🇪 border. Let them get a taste of having Russia as a neighbor.,[]
223,SusanoftheLanes,,,572,186,48221,0,@Tazerface16 Um…the other choice was Marine LePen…,[]
224,uisdeann,,,254,377,92993,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
225,BrianPa42887083,Proud I was born in NI but always very proud to see British in my passport.,United Kingdom,310,76,15713,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
226,safi_wajahat,"A former Special Forces is a Political analyst, commentator, broadcaster & an expert on Pakistan Army #History #Travel #Cars #Superbikes #Marathons 🙂","Islamabad, Pakistan",928,4006,68125,4,"#ImranKhan’s own life was of a #slave of money, fame and the western lifestyle. He should stop insulting an entire people by calling them slaves. This derogatory language won’t win him votes just like it could not for #Trump or #LePen. #JustShutupNow! #PopulismSucks","['ImranKhan', 'slave']"
227,SusanoftheLanes,,,572,186,48221,0,"@visegrad24 I’m still glad it’s not LePen in there right now. But no, Macron..do you not know Ukraine’s history with the Kremlin?",[]
228,maladamus,JAN 6 WAS A FAILED FASCIST COUP. Get the vaccine. All votes matter  #resist #persist 🌊🌊🌊  🌈Really tired of Treasonous Traitor Clowns on the right. 🌻Ukraine,,22164,21435,107264,0,@expatua I’m starting to wonder what the difference between LePen and Macron is.,[]
229,93Kyiv,"“If there's one thing I know, it's never to mess with mother nature, mother in-laws and mother freaking Ukrainians” Skinny Pete",United States,719,184,14988,0,"@EKC_EU @andersostlund Russia STOLE 199,000 Ukrainian children.Russia enslaved thousands of Ukrainians, and relocated them to Russia. Germany and France: just give Putin territories and call it a day. WTAF? Did #Macron made a deal with Putin: no help for LePen from Putin,in return Putin gets Ukraine?",['Macron']
230,tbell1968,Disabled Democrat #Resist,Dallas,12863,11683,461759,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
231,DramaticSkye,"Remember, remember the eighth of November (2016) . . . 
I block/mute trolls, jerks & Propaganda Peddlers. I'm not the tolerant left. Independent voter",Christmas Island,1353,1406,29629,2,"@visegrad24 @EmmanuelMacron may be better than Marine LePen would have been regarding Ukraine in this instance, but it appears to be by a very narrow margin.",[]
232,LisaShymko,"Political scientist, journalist, policy analyst & communications expert, working in the corporate and NGO sectors. Tweets=info only",Toronto-Kyiv,790,875,18368,0,"@EmmanuelMacron seems to have confused @nato policies with LePen policies.
His urge to appease Moscow is disgusting.
@BHL https://t.co/cQVNjP215F",[]
233,mfc815,,,85,258,81755,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
234,Peacefu44447596,Retired Math Teacher and Proud Libertarian & Conservative. Glad to be back on Twitter to share my unbiased opinion about the upside down World we live in!,"Canada,Singapore,France,Spain.",227,233,452,0,"@Angela0007ab It's politics, Angela! I experienced the same disappointment when Marine Lepen refused to have alliance with Eric Zemmour, As a result, we still have Macron in Power serving the Europeen Union at the detriment of my country, France!",[]
235,haixnguyen,,USA,267,20,4981,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
236,ReginaldBotley,"I play Total War which makes me a Geo-Pol expert

Deep Space 9, Scy Fi, Horror, Classic Film and hard luck cases like the Bills and Sabres.",nowhere special,225,9,3560,0,"@expatua Giving up territory to not humiliate a dictator.

How very Vichy of him. LePen would be proud.",[]
237,endof_mee,Democracy Wins 🇺🇦,UK,40,5,1996,0,@dszeligowski If true then @EmmanuelMacron would be considered the weakest President France has ever had... LePen probably plotting his ousting!!,[]
238,CRG678,"Liberal retired blue fish in a red state!
No DMs please; too busy being a grandma!",,1273,925,41175,0,"Yes, PA GOP Primary Voters, pick racist bigot @Kathy4Truth.

Then like in the Macron/LePen race, voters will give you what is best for you (Fetterman). Non-MAGA cult voters know crazy when they see it (like ppl who want to further traumatize rape victims with forced birth laws).",[]
239,ford50_j,plant-based beer drinker,"New Jersey, USA",397,44,2019,0,@visegrad24 If LePen had been elected it would have at least spared keeping up the appearance of pretending that the French matter.,[]
240,Jan_Achakzai,Geo-Political Analyst |Politician | Ex-Minister GOB l  Geo-Strategist | Ex-BBC | CEO INH | Host Jan Achakzai Show https://t.co/3kPLmvm7Ng,Islamabad/Quetta,3990,58030,50069,4,"#ImranKhan’s own life was of a #slave of money, fame and the western lifestyle. He should stop insulting an entire people by calling them slaves. This derogatory language won’t win him votes just like it could not for #Trump or #LePen. #JustShutupNow! #PopulismSucks","['ImranKhan', 'slave']"
241,VercinG55731792,,,101,19,3162,0,@Napo1852 Ou habite lepen ?,[]
242,Myrko_V,,Vienna,546,50,4171,0,"he should chip in with some FR oversea territories. They are not of a high value, cost too much money and since voting for LePen they are already pro Russian @EmmanuelMacron. Just unbelievable!!! https://t.co/EaTL8Qi7O7",[]
243,ZJeff10,Physics/astronomy. No political affiliations.,"Wales, United Kingdom",1739,890,55039,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
244,whitford747,"Ex Capt Para Regt.Truth is too often, new hate.@supportourparas Blocked byBMoore,OJones,JO'Brien,TChristianCWebbe,DButler,KBurley, DAbbottJMaughamNMunchetty,MCB",,22886,22778,30577,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian', 'Zelenskyy', 'Putin']"
245,dnisek,"✝️believe in lord 
💃hetero biologische vrouw
👩‍👦moeder 
📃ondernemer 
📜gestudeerd Geschiedenis master diplomaat 
🤓📚nu cursus Politieke Psychologie",Nederland,493,230,10140,118,"Scenes from The  Walking Dead #TWD ?

No. This is Paris under attack by the religion of war aka Islam.
#CloseBorders Vote #LePen #PVV
#Trump https://t.co/eJ8t9mOQSh","['TWD', 'CloseBorders']"
246,Ati1513,,,151,6,887,0,"@Kmifbon @CarlNEvans @alfredcamp @SamRamani2 NoneMaybe it's time to realise EU is an utopia If you have to expect communism-devastated publics of CEE to be wise enough not to vote populists and lead EU, while GER only chases its own interests even at a cost of 1000s death, and 40+% FRA votes LePen Wait for her ""rule of law""",[]
247,JBcocineradewa7,,,41,0,346,0,"@andersostlund Macron and LePen. One has a backbon……..and the other, Oh wait. Nope both the same. Do you have a Ukrainian relative Mr. Macron? Would you like to live under Russian rule? Your credibility is at stake or don’t you realize that!",[]
248,Douglas17569801,Hard working man of faith,,132,510,28075,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
249,KappaLaudio,"@inter, history & prog rock lover",Emilia Romagna - Italia,1055,170,17192,0,@AlbertBikaj Because with Macron's win you'd have 1% chance to have France's greenlight to EU membership negotiations. With LePen 0.1% chance.,[]
250,CdcFck,,,5,1,46,0,"@KyivIndependent Do anyone else gets a feeling that #Macron is #PutinsAgent ? 
LePen is an obvious diversion and Macron was a long game for Kremlin. He has supported Putin's agenda more than anyone and has said one thing publicly but something else to #Zelenskyy","['Macron', 'PutinsAgent', 'Zelenskyy']"
251,morangles,"All Things Saxon, Merovingian & Carolingian. Includes late bloomer Vikings.
May review Early Medieval Movies

It did not start in 449-451. Did it?",Humberside,323,1146,111201,0,@ScotchMist31 @Jacob_Rees_Mogg @Conservatives Adding they really take us for mugs. They are really lucky they have no politicians in Labour ranks like Melenchon. He would make mince meat of them. Tories would not survive a week let alone a month. Even La LePen does her best to compete in sarcasm (national sport),[]
252,TXFartingsworth,Writer/Musician. Co founder of the band Bread. Oscar Winner for song For all we Know. Working out of Nashville now when not in Caribbean.,"Virgin Islands, USA",5520,5198,219100,1,"Macron is trying to imitate the pre WWII French leaders whose weakness and waffling encouraged Hitler. 

I’m glad he defeated LePen. An out and out Putin ally is still worse than a bumbler.",[]
253,KatarzynaSokoo4,"#MuremZaPolskimMundurem 🇵🇱 Bez wulgaryzmów.KatarzynaSokoo4. https://t.co/IQPHVViZQo Mrówka,Martes, 4f
https://t.co/VLa1S9H4mb","Warszawa, Polska",3837,2507,97542,4,"@KyivIndependent I have a better idea: Macron should offer russia concessions on France's sovereignty to help Putin save face.

It's hard to believe, but this situation is actually better than it would have been if LePen had won. 🙄",[]
254,CalieMax1,,,139,25,8988,4,"@KyivIndependent I have a better idea: Macron should offer russia concessions on France's sovereignty to help Putin save face.

It's hard to believe, but this situation is actually better than it would have been if LePen had won. 🙄",[]
255,BakesDeb,"🇺🇦🌻🇺🇦 Optimist, Artist, Democrat. BidenHarris2020 🇺🇸🥁🇺🇸. Grateful for science 💉 OMB short list 4x",Metro New York,2901,1343,46399,0,"@LouiseMensch I’m starting to wonder if Putin hedged his bet on LePen and backed Macron, too. Zelensky is not just saving his own country by engendering sanctions on Putin that prevent him from buying &amp;  manipulating elections, he is also saving democracy throughout the globe.",[]
256,naveed360,"Journalist. Academic. Factual but not always neutral. A storm-chaser who offers unpopular views. ~""There can be a wrong path but never a hopeless situation.""",Livin' La Vida Loca,1438,5620,70415,4,"#ImranKhan’s own life was of a #slave of money, fame and the western lifestyle. He should stop insulting an entire people by calling them slaves. This derogatory language won’t win him votes just like it could not for #Trump or #LePen. #JustShutupNow! #PopulismSucks","['ImranKhan', 'slave', 'Trump', 'LePen', 'JustShutupNow', 'PopulismSucks']"
257,sumfarm,,,4999,192,8678,1,"@DefenceU @Siemens And imagine this, opposition to Sholtz is Merkel's party. That means putin bribed literally the whole government, same with France: Macron is pro-russian, Lepen is also pro-russian. And these EU members told Ukraine about high lvl of corruption lol",[]
258,GJStathakis,US Army Vet. BA in History. Pharm D. Will defend Democracy wherever the fight may be. Слава Україні! 🇺🇦,"Philadelphia, PA",1064,2199,8052,0,@EmmanuelMacron you’re working for Putin now. I thought LePen lost the election. People of France voted for you thinking you would be different in your support for Ukr. How about you come in for the big win? Send Ukr some of those LeClerc tanks you have sitting collecting dust.. https://t.co/iYPbjuoHcw,[]
259,ElDoRado1239,Indie Developer ; Yes ve gan!,Czech Republic,313,226,7202,1,"@FerberFerberpa @andersostlund @ZelenskyyUa @EmmanuelMacron @Bundeskanzler Macron probably wants to avoid financial pain for the French people and/or douse fears of war.
LePen would say, do worse things, she's connected to putin directly.
Weak/selfish vs Traitor.",[]
260,Pahlavi1Sahar,"The mentoring of people of Nations best become the program of honest, dignity, and also values and morals of a woman, and amother whose lost son. Ex-husband.","California, USA- ",475,89,4215,0,price of diamonds and also houses in athens and more money in different countries @macaron @lepen please keep my accounts close in France until I arrive myself when needed for the property of my Father to not never go on sale for the American people of decent like Bush and,[]
261,bullebullebull,,,400,28,240,0,@dszeligowski Macron is like LePen light version when it comes to russia.,[]
262,MeidasRomi,"#PutinTheButcher #StopRussia #PutinWarCriminal need to stop the racist, xenophobe and misogynistic ones Blue WAVE for US. join https://t.co/Njt3xijpI6",,874,772,34311,0,"@Gigau_MEIOU @andersostlund @ZelenskyyUa @EmmanuelMacron @Bundeskanzler Dont take me wrong, i cheered for him when he won over LePen and i understand his dream to be “president of Europe” (as influence, not title). Maintaining Russia as a power is not fair for Eastern and Northern Europe. He could’ve raised to the occasion to be the leader 1/",[]
263,andreastzav,"Science, Philosophy, Technology, Politics",Greece,92,207,2935,0,"@Ariolys3 @visegrad24 you have no idea what you're talking about. euro falls because we have not announced tightening, while the US is doing tightening (removing money, opposite of printing). Interest of EUrope is not working with a bloody dictator who invades countries. Unless you voted for lepen..",[]
264,OttoWijk,"I prefer dangerous freedom over peaceful slavery. Thomas Jefferson, 1789",,26,5,1805,4,"@KyivIndependent I have a better idea: Macron should offer russia concessions on France's sovereignty to help Putin save face.

It's hard to believe, but this situation is actually better than it would have been if LePen had won. 🙄",[]
265,UrDSU,👂to our #DeeperDive podcast https://t.co/Yim5rC1lB1 https://t.co/ulWRZWVQ4x,,2061,1086,33146,0,@Hromadske @ZelenskyyUa @EmmanuelMacron Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
266,alvarvb,"L'homme est né libre, et partout il est dans les fers. Hafs Degrees. Of irrepressible will. Κασάνδρα. Seas lo que seas, sé uno de los buenos. RT ≠ Endorsement",The world is a book,1159,426,19066,0,"@terror_studies @EmmanuelMacron Dude reeked of Chamberlain from the moment he sat down w Putin, was publicly insulted and humiliated, and then went on to publish his “photos of despair”.
While the Russian muppet of LePen continued on her march to garner further support.

Not the way to save the EU, not the West",[]
267,Dirk2112,"World’s 3RD deadliest Comic Book Geek, Cinephile, Political Wonk, Music Nerd, Digital Comms Sherpa, Human Rights Activist – He/Him, because it's all connected",Narnia or Some Sh^t,1701,3104,195718,0,The whole Trump/Brexit/LePen/Gilead thing means we're playing by zombie apocalypse rules. So anyone shuffling and moaning and making MAGA like and or adjacent sounding noises gets a no hesitation double tap from now on. Sorry. It's literally rule number two.,[]
268,UrDSU,👂to our #DeeperDive podcast https://t.co/Yim5rC1lB1 https://t.co/ulWRZWVQ4x,,2061,1086,33146,0,@mrsorokaa Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
269,shyviolet71,"Founding member of the Standing in the Back Dressed Stupidly and Looking Stupid Party.  

Aesthetic.  
she/her 🖤🤍💜",Canada's Glorious Wet Coast,312,448,29638,0,"@MsCrisis I liked him well enough, and at least he's not LePen, but this is just nauseating.",[]
270,Aniram66809942,,,233,56,4319,0,"@pransukh37 @EmmanuelMacron No he helps Putin !! But now we now they are scumbag in france, Lepen or Macron no diffrence..as a EU living person iam ashamed and angry...#FuckMacron",['FuckMacron']
271,BaranczakHenry,"Do what you feel in your heart to be right- for you'll be criticized anyway. You'll be damned if you do, and damned if you don't. - Eleanor Roosevelt","Jackson Heights, NY",617,83,2702,1,@anders_aslund 🇨🇿 1938…how about we give some of 🇫🇷 to save Putins ego… the portion that voted most for LePen on 🇩🇪 border. Let them get a taste of having Russia as a neighbor.,[]
272,UrDSU,👂to our #DeeperDive podcast https://t.co/Yim5rC1lB1 https://t.co/ulWRZWVQ4x,,2061,1086,33146,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
